vocabulary,entity,physical_entity,object,whole,artifact,creation,product,work,publication,book,reference_book,wordbook,vocabulary
volleyball,entity,abstraction,psychological_feature,event,act,activity,game,athletic_game,court_game,volleyball
volleyball,entity,abstraction,psychological_feature,event,act,activity,diversion,sport,athletic_game,court_game,volleyball
white meat,entity,abstraction,measure,indefinite_quantity,small_indefinite_quantity,helping,breast
white wine,entity,physical_entity,matter,substance,food,beverage,alcohol,wine,white_wine
white wine,entity,physical_entity,matter,substance,fluid,liquid,beverage,alcohol,wine,white_wine
white wine,entity,abstraction,relation,part,substance,fluid,liquid,beverage,alcohol,wine,white_wine
white wine,entity,physical_entity,causal_agent,agent,drug,drug_of_abuse,alcohol,wine,white_wine
white wine,entity,physical_entity,matter,substance,agent,drug,drug_of_abuse,alcohol,wine,white_wine
arthritis,entity,abstraction,attribute,state,condition,physical_condition,pathological_state,ill_health,illness,disease,inflammatory_disease,arthritis
borrowing,entity,abstraction,psychological_feature,event,act,acquiring,appropriation,borrowing
cast iron,entity,physical_entity,matter,substance,chemical_element,metallic_element,iron,cast_iron
cast iron,entity,abstraction,relation,part,substance,chemical_element,metallic_element,iron,cast_iron
champagne,entity,physical_entity,matter,substance,food,beverage,alcohol,wine,sparkling_wine,champagne
champagne,entity,physical_entity,matter,substance,fluid,liquid,beverage,alcohol,wine,sparkling_wine,champagne
champagne,entity,abstraction,relation,part,substance,fluid,liquid,beverage,alcohol,wine,sparkling_wine,champagne
champagne,entity,physical_entity,causal_agent,agent,drug,drug_of_abuse,alcohol,wine,sparkling_wine,champagne
champagne,entity,physical_entity,matter,substance,agent,drug,drug_of_abuse,alcohol,wine,sparkling_wine,champagne
chocolate,entity,physical_entity,matter,substance,food,beverage,cocoa
chocolate,entity,physical_entity,matter,substance,fluid,liquid,beverage,cocoa
chocolate,entity,abstraction,relation,part,substance,fluid,liquid,beverage,cocoa
coriander,entity,physical_entity,object,whole,living_thing,organism,plant,vascular_plant,herb,coriander
education,entity,abstraction,psychological_feature,event,act,activity,education
Elon Musk,entity,physical_entity,matter,substance,body_substance,liquid_body_substance,secretion,musk
Elon Musk,entity,abstraction,relation,part,substance,body_substance,liquid_body_substance,secretion,musk
equipment,entity,physical_entity,object,whole,artifact,instrumentality,equipment
fast food,entity,physical_entity,matter,substance,food,nutriment,fast_food
front row,entity,abstraction,group,arrangement,formation,line,row
furniture,entity,physical_entity,object,whole,artifact,instrumentality,furnishing,furniture
good luck,entity,abstraction,attribute,state,condition,fortune,good_fortune
half time,entity,abstraction,psychological_feature,event,happening,case,time
hard luck,entity,physical_entity,process,phenomenon,luck
high life,entity,abstraction,psychological_feature,event,act,activity,waste,extravagance
high tech,entity,abstraction,psychological_feature,event,act,activity,use,application,technology,high_technology
high tech,entity,abstraction,psychological_feature,event,act,activity,occupation,profession,technology,high_technology
ice cream,entity,physical_entity,matter,substance,food,nutriment,course,dessert,frozen_dessert,ice_cream
Instagram,ORG
insurance,entity,abstraction,relation,possession,assets,security,insurance
junk food,entity,physical_entity,matter,solid,food,junk_food
junk mail,entity,abstraction,communication,message,mail,third-class_mail,junk_mail
lemon tea,entity,physical_entity,matter,substance,food,beverage,tea
lemon tea,entity,physical_entity,matter,substance,fluid,liquid,beverage,tea
lemon tea,entity,abstraction,relation,part,substance,fluid,liquid,beverage,tea
machinery,entity,physical_entity,object,whole,artifact,instrumentality,device,machine,machinery
marketing,entity,abstraction,psychological_feature,event,act,group_action,transaction,commerce,selling
marketing,entity,abstraction,psychological_feature,event,group_action,transaction,commerce,selling
Microsoft,ORG
olive oil,entity,physical_entity,thing,unit,molecule,macromolecule,lipid,fat,edible_fat,vegetable_oil,olive_oil
olive oil,entity,physical_entity,matter,substance,material,chemical,compound,organic_compound,macromolecule,lipid,fat,edible_fat,vegetable_oil,olive_oil
olive oil,entity,abstraction,relation,part,substance,material,chemical,compound,organic_compound,macromolecule,lipid,fat,edible_fat,vegetable_oil,olive_oil
paperwork,entity,abstraction,psychological_feature,event,act,activity,work,paperwork
patronage,entity,abstraction,psychological_feature,event,act,activity,aid,support,blessing,backing
potential,entity,abstraction,attribute,state,being,possibility,potential
radiation,entity,physical_entity,process,phenomenon,natural_phenomenon,physical_phenomenon,energy,radiation
rice wine,entity,physical_entity,matter,substance,food,beverage,alcohol,wine
rice wine,entity,physical_entity,matter,substance,fluid,liquid,beverage,alcohol,wine
rice wine,entity,abstraction,relation,part,substance,fluid,liquid,beverage,alcohol,wine
rice wine,entity,physical_entity,causal_agent,agent,drug,drug_of_abuse,alcohol,wine
rice wine,entity,physical_entity,matter,substance,agent,drug,drug_of_abuse,alcohol,wine
rye bread,entity,physical_entity,matter,solid,food,baked_goods,bread,rye_bread
rye bread,entity,physical_entity,matter,substance,food,foodstuff,starches,bread,rye_bread
San Diego,entity,physical_entity,object,location,region,district,administrative_district,municipality,city,san_diego
San Diego,entity,physical_entity,object,location,region,geographical_area,urban_area,municipality,city,san_diego
San Diego,entity,physical_entity,object,location,point,geographic_point,port,port_of_entry,san_diego
sea power,entity,abstraction,attribute,quality,ability,capability,military_capability,sea_power
something,No tag avaliable
soy sauce,entity,physical_entity,matter,substance,food,foodstuff,ingredient,flavorer,condiment,soy_sauce
Starbucks,ORG
